==================================================
        LR-IOTA PROTOCOL SIMULATION LOGGER        
==================================================
Timestamp(us)	ID	Message
17644440	ID:1	[INFO: Sender    ] ACK received for fragment 6
17644440	ID:1	[INFO: Sender    ] Sending Fragment 8/42 (64 bytes)...
17644440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17644440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17644440	ID:1	[INFO: IPv6 Route] No route found
17644440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17644440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17691680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17691680	ID:2	[INFO: IPv6      ] Receiving UDP packet
17691680	ID:2	[INFO: Gateway   ] Received message type 0x04
17691680	ID:2	[INFO: Gateway   ] Received Fragment 8/42 (64 bytes)
17691680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17700440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17700440	ID:1	[INFO: IPv6      ] Receiving UDP packet
17700440	ID:1	[INFO: Sender    ] Received message type 0x05
17700440	ID:1	[INFO: Sender    ] Received ACK for fragment 7
17700440	ID:1	[INFO: Sender    ] ACK received for fragment 7
17700440	ID:1	[INFO: Sender    ] Sending Fragment 9/42 (64 bytes)...
17700440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17700440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17700440	ID:1	[INFO: IPv6 Route] No route found
17700440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17700440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17709120	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17709120	ID:2	[INFO: IPv6      ] Receiving UDP packet
17709120	ID:2	[INFO: Gateway   ] Received message type 0x04
17709120	ID:2	[INFO: Gateway   ] Received Fragment 9/42 (64 bytes)
17709120	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17714560	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17714560	ID:1	[INFO: IPv6      ] Receiving UDP packet
17714560	ID:1	[INFO: Sender    ] Received message type 0x05
17714560	ID:1	[INFO: Sender    ] Received ACK for fragment 8
17714560	ID:1	[INFO: Sender    ] ACK received for fragment 8
